PSP;NL
Globally, it is always the case that road_slope <= 8 holds.;road slope is EQUAL or LESS THAN 8 degrees.
After min_speed_limit = 68, it is always the case that if braking holds, then headlight_intensity >= 83 eventually holds.;IF minimum speed limit is EQUAL to 68 km/h AND the vehicle is braking THEN headlight intensity MUST be EQUAL or GREATER THAN 83 %.
Globally, it is always the case that if older_driver and tire_rotation > 25 holds, then full_beam and send_collision_alert holds as well.;IF older driver AND tire rotation is GREATER THAN 25 degrees THEN activate full beam lights AND send collision alert.
After auto_accelerate_sensitivity = 81, it is always the case that if auto_accelerate holds, then night_light_state eventually holds.;IF auto accelerate sensitivity is EQUAL to 81 % AND auto accelerate is activated THEN night light condition.
Globally, it is always the case that if class >= 2 holds, then zoom_in and lock_steering eventually holds.;IF class is EQUAL or GREATER THAN 2 THEN zoom in the camera AND lock steering.
After min_speed_limit = 17, it is always the case that cruise_control_speed > 130 and send_alert holds.;IF minimum speed limit is EQUAL to 17 km/h THEN cruise control speed CAN be GREATER THAN 130 km/h AND send generic alert.
Globally, it is always the case that if low_fuel_alert and climate_control_setting < 25 holds, then horizontal_vision = 7 and send_engine_overheat_alert eventually holds.;IF low fuel alert is on AND climate control setting is LESS THAN 25 C THEN horizontal vision EQUAL to 7 m AND send engine overheat alert.
Globally, it is always the case that if engine_rpm >= 1000 and coolant_level_alert holds, then send_battery_charge_alert eventually holds.;IF engine RPM is EQUAL or GREATER THAN 1000 rpm AND coolant level alert is on THEN send battery charge alert.
Globally, it is always the case that wiper_speed = 0 holds.;wiper speed is EQUAL to 0 rpm.
After blind_spot, it is always the case that if vertical_vision_distance < 24 holds, then auto_break_sensitivity > 52 eventually holds.;IF object on blind spot AND vertical vision distance behind driver is LESS THAN 24 m THEN auto break sensitivity CAN be GREATER THAN 52 %.
Globally, it is always the case that if speeding_alert and gear > 3 holds, then perceived_light_sources_number > 2 holds as well.;IF speeding alert is on AND gear number is GREATER THAN 3 gear THEN number of perceived light sources CAN be GREATER THAN 2.
After brake_conditions_alert, it is always the case that send_collision_alert and horn holds.;IF brake conditions alert is on THEN send collision alert AND activate horn.
Globally, it is always the case that if road_slope >= -26 holds, then auto_dimming holds as well.;IF road slope is EQUAL or GREATER THAN -26 degrees THEN activate auto dimming.
After blind_spot, it is always the case that if camera_number < 4 holds, then send_tire_rotation_alert eventually holds.;IF object on blind spot AND camera number is LESS THAN 4 THEN send tire rotation alert.
Globally, it is always the case that if fog_density < 57 holds, then auto_accelerate_sensitivity = 12 eventually holds.;IF fog density is LESS THAN 57 % THEN auto accelerate sensitivity EQUAL to 12 %.
Globally, it is always the case that wiper_speed > 2 holds.;wiper speed is GREATER THAN 2 rpm.
Globally, it is always the case that auto_accelerate_sensitivity = 29 holds.;auto accelerate sensitivity is EQUAL to 29 %.
After low_fuel_alert, it is always the case that if camera_number < 3 holds, then perceived_light_sources_number <= 3 holds as well.;IF low fuel alert is on AND camera number is LESS THAN 3 THEN number of perceived light sources MUST be EQUAL or LESS THAN 3.
Globally, it is never the case that engine_efficiency < 25 holds.;engine efficiency MUST NOT be LESS THAN 25 %.
After emergency_record, it is always the case that if braking holds, then HDR eventually holds.;IF record an emergency video AND the vehicle is braking THEN enable HDR.
After call_emergency, it is always the case that if temperature = 11 holds, then send_low_fuel_alert eventually holds.;IF call emergency services AND temperature is EQUAL to 11 °C THEN send low fuel alert.
After video_number >= 1, it is always the case that if tire_pressure_alert holds, then AVG_MF = 0.2 eventually holds.;IF number of videos displayed is EQUAL or GREATER THAN 1 AND tire pressure alert is on THEN average magnification factor EQUAL to 0.2.
After tire_pressure_alert, it is always the case that if unpaved_road holds, then send_battery_charge_alert eventually holds.;IF tire pressure alert is on AND unpaved road THEN send battery charge alert.
After need_revision, it is always the case that if NN_clean_processing holds, then ABS_activation holds as well.;IF vehicle revision is needed AND enable digital clean image processing algorithm THEN ABS is activated.
Globally, it is always the case that if min_speed_limit > 81 and radio_volume > 16 holds, then airbag_deploy and need_revision eventually holds.;IF minimum speed limit is GREATER THAN 81 km/h AND radio volume is GREATER THAN 16 dB THEN activate airbag deployment AND vehicle revision is needed.
Globally, it is always the case that max_acceleration > min_speed_limit holds.;maximum possible acceleration is GREATER THAN minimum speed limit.
After min_speed_limit >= 87, it is always the case that monitor_luminance_ratio > 177 holds.;IF minimum speed limit is EQUAL or GREATER THAN 87 km/h THEN monitor luminance ratio CAN be GREATER THAN 177.
Globally, it is always the case that monitor_luminance_ratio = oil_level holds.;monitor luminance ratio is EQUAL to oil level.
Globally, it is always the case that if approaching_vehicle_distance = 0 holds, then auto_dimming and send_brake_conditions_alert holds as well.;IF distance of approaching vehicle is EQUAL to 0 m THEN activate auto dimming AND send brake conditions alert.
After passenger_side, it is always the case that if luminance = 4.2 holds, then parking_camera eventually holds.;IF the passenger side is occupied AND luminance is EQUAL to 4.2 lx THEN parking camera is activated.
After oil_change_alert, it is always the case that need_revision and MIN_MF <= 0.5 holds.;IF oil change alert is on THEN vehicle revision is needed AND minimum magnification factor MUST be EQUAL or LESS THAN 0.5.
Globally, it is never the case that auto_accelerate_sensitivity < 15 holds.;auto accelerate sensitivity MUST NOT be LESS THAN 15 %.
After approaching_vehicle_velocity <= 30, it is always the case that if on_left_lane holds, then emergency_brake holds as well.;IF velocity of approaching vehicle is EQUAL or LESS THAN 30 km/h AND the vehicle is in the left lane THEN activate emergency brake.
Globally, it is always the case that length_driven < 28150 holds.;total length driven by the vehicle is LESS THAN 28150 km.
After sunset_light_state, it is always the case that perceived_light_sources_number < 3 holds.;IF sunset light condition THEN number of perceived light sources CAN be LESS THAN 3.
Globally, it is never the case that washer_fluid_level >= vertical_longitudinal_median_plane holds.;washer fluid level MUST NOT be EQUAL or GREATER THAN vertical longitudinal median plane.
After engine_efficiency < 2, it is always the case that if blind_spot holds, then NN_clean_image_result >= 0 holds as well.;IF engine efficiency is LESS THAN 2 % AND object on blind spot THEN clean process algorithm result MUST be EQUAL or GREATER THAN 0.
After send_engine_conditions_alert, it is always the case that if fog_density = 80 holds, then send_coolant_level_alert eventually holds.;IF send engine conditions alert AND fog density is EQUAL to 80 % THEN send coolant level alert.
Globally, it is always the case that if need_revision and class > 2 holds, then send_collision_alert and send_speeding_alert holds as well.;IF vehicle revision is needed AND class is GREATER THAN 2 THEN send collision alert AND send speeding alert.
Globally, it is always the case that if older_driver and backing_up holds, then zoom_out holds as well.;IF older driver AND vehicle is backing up THEN zoom out the camera.
Globally, it is always the case that road_slope > video_number holds.;road slope is GREATER THAN number of videos displayed.
Globally, it is always the case that if driver_side holds, then night_light_state and max_acceleration <= 6 holds as well.;IF the driver side is occupied THEN night light condition AND maximum possible acceleration MUST be EQUAL or LESS THAN 6 m/s2.
Globally, it is always the case that if older_driver holds, then send_oil_change_alert eventually holds.;IF older driver THEN send oil change alert.
After send_brake_conditions_alert, it is always the case that if class < 2 holds, then headlight_intensity = 51 holds as well.;IF send brake conditions alert AND class is LESS THAN 2 THEN headlight intensity EQUAL to 51 %.
After monitor_background_luminance >= 1.5, it is always the case that if battery_charge_alert holds, then lock_acceleration holds as well.;IF monitor background luminance is EQUAL or GREATER THAN 1.5 cd/m2 AND battery charge alert is on THEN lock acceleration.
After min_speed_limit >= 68, it is always the case that if reversing holds, then air_conditioning eventually holds.;IF minimum speed limit is EQUAL or GREATER THAN 68 km/h AND the vehicle is reversing THEN activate air conditioning.
After horizontal_vision > 13, it is always the case that if gps_signal = 3 holds, then warning_emergency holds as well.;IF horizontal vision is GREATER THAN 13 m AND GPS signal strength is EQUAL to 3 dBm THEN send warning emergency vehicle.
After washer_fluid_level_alert, it is always the case that HDR and vertical_vision = 14 holds.;IF washer fluid level alert is on THEN enable HDR AND vertical vision EQUAL to 14 m.
